order_number,customer_state,index,order_number,employee_id,employee_name,employee_job_title,order_date,order_type,customer_type,cust_id,customer_name,prod_category,prod_number,prod_name,quantity,price,order_total
1104940,Florida,2251,1104940,900011701,Georgia Eddowes,Sales Representative,11/25/2019,Retail,Individual,3942,Toddie Burch,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
1105020,Alabama,2252,1105020,900011701,Georgia Eddowes,Sales Representative,12/5/2019,Wholesale,Business,3081,Bernier Inc,Bath products,BP501,Vanilla and Olive Bath Salts,14,$8.50 ,119.0
1105152,Florida,2253,1105152,900011701,Georgia Eddowes,Sales Representative,12/27/2019,Retail,Individual,3629,Dionisio Van Giffen,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1105149,Alabama,2254,1105149,900011701,Georgia Eddowes,Sales Representative,12/27/2019,Retail,Individual,2845,Giffy Douglas,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
1105156,Florida,2255,1105156,900011701,Georgia Eddowes,Sales Representative,12/28/2019,Retail,Individual,1967,Trudy Leishman,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,$70.00 ,140.0
1105190,Florida,2256,1105190,900011701,Georgia Eddowes,Sales Representative,1/1/2020,Retail,Individual,3629,Dionisio Van Giffen,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
1105265,Florida,2257,1105265,900011701,Georgia Eddowes,Sales Representative,1/11/2020,Retail,Individual,1315,Grady Shand,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1105268,Florida,2258,1105268,900011701,Georgia Eddowes,Sales Representative,1/12/2020,Retail,Individual,1315,Grady Shand,Bath products,BP501,Vanilla and Olive Bath Salts,1,$8.50 ,8.5
1105278,Florida,2259,1105278,900011701,Georgia Eddowes,Sales Representative,1/13/2020,Retail,Individual,3248,Franklin Grieswood,Bath products,BP502,Vanilla and Olive Oil Candle,2,$6.99 ,13.98
1105352,Florida,2260,1105352,900011701,Georgia Eddowes,Sales Representative,1/25/2020,Retail,Individual,1327,Morgen Meneer,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1105367,Georgia,2261,1105367,900011701,Georgia Eddowes,Sales Representative,1/27/2020,Retail,Individual,3861,Silvano Twinterman,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
1105373,Georgia,2262,1105373,900011701,Georgia Eddowes,Sales Representative,1/28/2020,Retail,Individual,3690,Carney Shenton,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,$30.00 ,120.0
1105386,South Carolina,2263,1105386,900011701,Georgia Eddowes,Sales Representative,1/30/2020,Retail,Individual,1493,Elston Littleproud,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,$14.50 ,14.5
1105421,South Carolina,2264,1105421,900011701,Georgia Eddowes,Sales Representative,2/3/2020,Retail,Individual,1493,Elston Littleproud,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1105471,Florida,2265,1105471,900011701,Georgia Eddowes,Sales Representative,2/11/2020,Wholesale,Business,3520,Waters Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105481,Georgia,2266,1105481,900011701,Georgia Eddowes,Sales Representative,2/13/2020,Retail,Individual,1628,Velvet Blackwood,Bath products,BP100,Lavender and Olive Body Soap,3,$7.45 ,22.35
1105493,Georgia,2267,1105493,900011701,Georgia Eddowes,Sales Representative,2/14/2020,Retail,Individual,1505,Bennie Petera,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,$16.75 ,50.25
1105488,Georgia,2268,1105488,900011701,Georgia Eddowes,Sales Representative,2/14/2020,Retail,Individual,1915,Ignacius Snalum,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1105519,Florida,2269,1105519,900011701,Georgia Eddowes,Sales Representative,2/18/2020,Retail,Individual,1522,Karlotte Banbridge,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
1105579,Georgia,2270,1105579,900011701,Georgia Eddowes,Sales Representative,2/27/2020,Retail,Individual,3690,Carney Shenton,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,1,$45.00 ,45.0
1105619,Florida,2271,1105619,900011701,Georgia Eddowes,Sales Representative,3/5/2020,Retail,Individual,1166,Kimberley Knapton,Bath products,BP301,Mandarin and Olive Bath Salts,4,$8.50 ,34.0
1105631,Alabama,2272,1105631,900011701,Georgia Eddowes,Sales Representative,3/6/2020,Retail,Individual,3304,Roger Gilbee,Bath products,BP502,Vanilla and Olive Oil Candle,2,$6.99 ,13.98
1105667,Georgia,2273,1105667,900011701,Georgia Eddowes,Sales Representative,3/11/2020,Retail,Individual,3861,Silvano Twinterman,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
1105752,Alabama,2274,1105752,900011701,Georgia Eddowes,Sales Representative,3/22/2020,Retail,Individual,2645,Eada Andrejevic,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,$5.99 ,11.98
1105825,Georgia,2275,1105825,900011701,Georgia Eddowes,Sales Representative,4/1/2020,Retail,Individual,1631,Aurore Clampe,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
1105933,Georgia,2276,1105933,900011701,Georgia Eddowes,Sales Representative,4/19/2020,Retail,Individual,1992,Dido Thomazet,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,$26.00 ,78.0
1106008,Florida,2277,1106008,900011701,Georgia Eddowes,Sales Representative,5/2/2020,Wholesale,Business,3595,Bode LLC,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234.0
1106117,Georgia,2278,1106117,900011701,Georgia Eddowes,Sales Representative,5/16/2020,Retail,Individual,2271,Pat Wallwork,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300.0
1106268,Florida,2279,1106268,900011701,Georgia Eddowes,Sales Representative,6/6/2020,Retail,Individual,3262,Cassaundra Laurenzi,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,2,$14.50 ,29.0
1106298,Florida,2280,1106298,900011701,Georgia Eddowes,Sales Representative,6/10/2020,Retail,Individual,1706,Amy Kelwaybamber,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
1106306,Alabama,2281,1106306,900011701,Georgia Eddowes,Sales Representative,6/11/2020,Retail,Individual,2645,Eada Andrejevic,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1106311,Georgia,2282,1106311,900011701,Georgia Eddowes,Sales Representative,6/11/2020,Retail,Individual,1851,Margaux Danielis,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1106501,South Carolina,2283,1106501,900011701,Georgia Eddowes,Sales Representative,7/6/2020,Retail,Individual,1477,Cary Basterfield,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,4,$26.00 ,104.0
1106509,South Carolina,2284,1106509,900011701,Georgia Eddowes,Sales Representative,7/7/2020,Retail,Individual,1531,Turner Bodocs,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1106526,Georgia,2285,1106526,900011701,Georgia Eddowes,Sales Representative,7/9/2020,Retail,Individual,1992,Dido Thomazet,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1106601,Florida,2286,1106601,900011701,Georgia Eddowes,Sales Representative,7/18/2020,Wholesale,Business,3192,Nienow Group,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,10,$45.00 ,450.0
1106608,Florida,2287,1106608,900011701,Georgia Eddowes,Sales Representative,7/19/2020,Wholesale,Business,1608,Rowe LLC,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,13,$123.00 ,1599.0
1106623,Alabama,2288,1106623,900011701,Georgia Eddowes,Sales Representative,7/21/2020,Retail,Individual,2845,Giffy Douglas,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,$5.99 ,17.97
1106640,Alabama,2289,1106640,900011701,Georgia Eddowes,Sales Representative,7/24/2020,Retail,Individual,3304,Roger Gilbee,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1106646,Georgia,2290,1106646,900011701,Georgia Eddowes,Sales Representative,7/25/2020,Retail,Individual,3738,Lotti McCuis,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1106676,Florida,2291,1106676,900011701,Georgia Eddowes,Sales Representative,7/28/2020,Retail,Individual,1522,Karlotte Banbridge,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,$70.00 ,140.0
1106739,Alabama,2292,1106739,900011701,Georgia Eddowes,Sales Representative,8/6/2020,Retail,Individual,2233,Carlyn Syce,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,$16.75 ,67.0
1106772,South Carolina,2293,1106772,900011701,Georgia Eddowes,Sales Representative,8/11/2020,Retail,Individual,1531,Turner Bodocs,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,$114.00 ,114.0
1106835,Georgia,2294,1106835,900011701,Georgia Eddowes,Sales Representative,8/19/2020,Retail,Individual,1992,Dido Thomazet,Gift Basket,GB104,Garlic EVOO Gift Basket,4,$75.00 ,300.0
1106926,Georgia,2295,1106926,900011701,Georgia Eddowes,Sales Representative,9/2/2020,Retail,Individual,1505,Bennie Petera,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1106932,South Carolina,2296,1106932,900011701,Georgia Eddowes,Sales Representative,9/2/2020,Retail,Individual,3606,Lucien Wakeford,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1107008,Florida,2297,1107008,900011701,Georgia Eddowes,Sales Representative,9/14/2020,Retail,Individual,3579,Marie-jeanne Fryett,Gift Basket,GB100,Organic EVOO Gift Basket,4,$70.00 ,280.0
1107064,Florida,2298,1107064,900011701,Georgia Eddowes,Sales Representative,9/21/2020,Wholesale,Business,1608,Rowe LLC,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,9,$234.00 ,2106.0
1107162,Florida,2299,1107162,900011701,Georgia Eddowes,Sales Representative,10/6/2020,Retail,Individual,3942,Toddie Burch,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
1107201,Florida,2300,1107201,900011701,Georgia Eddowes,Sales Representative,10/12/2020,Retail,Individual,1219,Norris Maven,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,$19.50 ,39.0
1107261,Georgia,2301,1107261,900011701,Georgia Eddowes,Sales Representative,10/20/2020,Retail,Individual,3738,Lotti McCuis,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702.0
1107255,Georgia,2302,1107255,900011701,Georgia Eddowes,Sales Representative,10/20/2020,Retail,Individual,1631,Aurore Clampe,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
1107285,Florida,2303,1107285,900011701,Georgia Eddowes,Sales Representative,10/23/2020,Retail,Individual,3746,Othilie Lakes,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
1107303,Alabama,2304,1107303,900011701,Georgia Eddowes,Sales Representative,10/27/2020,Retail,Individual,2224,Jobie Pinchen,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1107311,Florida,2305,1107311,900011701,Georgia Eddowes,Sales Representative,10/27/2020,Retail,Individual,3016,Eldridge O' Molan,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1107327,Florida,2306,1107327,900011701,Georgia Eddowes,Sales Representative,10/31/2020,Wholesale,Business,1608,Rowe LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,14,$234.00 ,3276.0
1107427,South Carolina,2307,1107427,900011701,Georgia Eddowes,Sales Representative,11/14/2020,Retail,Individual,2616,Kirby Brownlea,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1107440,Georgia,2308,1107440,900011701,Georgia Eddowes,Sales Representative,11/16/2020,Retail,Individual,1851,Margaux Danielis,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
1107458,Florida,2309,1107458,900011701,Georgia Eddowes,Sales Representative,11/18/2020,Wholesale,Business,3520,Waters Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,12,$234.00 ,2808.0
1107529,Florida,2310,1107529,900011701,Georgia Eddowes,Sales Representative,11/26/2020,Retail,Individual,3536,Neil Pitsall,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1107694,South Carolina,2311,1107694,900011701,Georgia Eddowes,Sales Representative,12/19/2020,Retail,Individual,3606,Lucien Wakeford,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
1107769,Georgia,2312,1107769,900011701,Georgia Eddowes,Sales Representative,12/28/2020,Retail,Individual,3021,Tracie Grayston,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1107783,Florida,2313,1107783,900011701,Georgia Eddowes,Sales Representative,12/31/2020,Retail,Individual,3536,Neil Pitsall,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1107823,Florida,2314,1107823,900011701,Georgia Eddowes,Sales Representative,1/5/2021,Retail,Individual,1706,Amy Kelwaybamber,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210.0
1107862,Georgia,2315,1107862,900011701,Georgia Eddowes,Sales Representative,1/13/2021,Retail,Individual,1282,Justus Hamblington,Bath products,BP501,Vanilla and Olive Bath Salts,4,$8.50 ,34.0
1107875,Florida,2316,1107875,900011701,Georgia Eddowes,Sales Representative,1/14/2021,Retail,Individual,3248,Franklin Grieswood,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
1107876,Alabama,2317,1107876,900011701,Georgia Eddowes,Sales Representative,1/14/2021,Retail,Individual,2224,Jobie Pinchen,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
1107961,Florida,2318,1107961,900011701,Georgia Eddowes,Sales Representative,1/25/2021,Retail,Individual,1219,Norris Maven,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
1107968,Florida,2319,1107968,900011701,Georgia Eddowes,Sales Representative,1/27/2021,Retail,Individual,1847,Alley Corsan,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
1107973,Florida,2320,1107973,900011701,Georgia Eddowes,Sales Representative,1/27/2021,Retail,Individual,3964,Ethel Woolforde,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
1102880,California,2321,1102880,900013621,Hannah Rosenstock,Sales Associate,2/1/2019,Retail,Individual,1467,Care Caccavella,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,$19.50 ,58.5
1102873,California,2322,1102873,900013621,Hannah Rosenstock,Sales Associate,2/1/2019,Retail,Individual,2596,Hannis Eickhoff,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,$5.99 ,17.97
1102936,California,2323,1102936,900013621,Hannah Rosenstock,Sales Associate,2/9/2019,Retail,Individual,1485,Elsinore Scougal,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1102946,Nevada,2324,1102946,900013621,Hannah Rosenstock,Sales Associate,2/11/2019,Retail,Individual,3560,Eduino Hammant,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1103038,California,2325,1103038,900013621,Hannah Rosenstock,Sales Associate,2/23/2019,Retail,Individual,1639,Pietro Teasell,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,$19.50 ,39.0
1103125,California,2326,1103125,900013621,Hannah Rosenstock,Sales Associate,3/13/2019,Retail,Individual,1495,Velma Haws,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1103123,California,2327,1103123,900013621,Hannah Rosenstock,Sales Associate,3/13/2019,Retail,Individual,3676,Bastien Di Boldi,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1103129,California,2328,1103129,900013621,Hannah Rosenstock,Sales Associate,3/14/2019,Retail,Individual,4109,Robbie Morriss,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1103128,California,2329,1103128,900013621,Hannah Rosenstock,Sales Associate,3/14/2019,Retail,Individual,2920,Jerrold Hector,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1103203,California,2330,1103203,900013621,Hannah Rosenstock,Sales Associate,3/22/2019,Retail,Individual,2930,Dionne Armytage,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78.0
1103209,California,2331,1103209,900013621,Hannah Rosenstock,Sales Associate,3/23/2019,Retail,Individual,3647,Sara-ann Westby,Bath products,BP501,Vanilla and Olive Bath Salts,3,$8.50 ,25.5
1103252,California,2332,1103252,900013621,Hannah Rosenstock,Sales Associate,3/30/2019,Retail,Individual,1614,Filide Bolitho,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1103280,California,2333,1103280,900013621,Hannah Rosenstock,Sales Associate,4/3/2019,Retail,Individual,1567,Garrek Gabbot,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1103322,California,2334,1103322,900013621,Hannah Rosenstock,Sales Associate,4/8/2019,Retail,Individual,3647,Sara-ann Westby,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1103334,California,2335,1103334,900013621,Hannah Rosenstock,Sales Associate,4/9/2019,Retail,Individual,3529,Curran Oaks,Bath products,BP102,Lavender and Olive Candle,4,$6.99 ,27.96
1103327,California,2336,1103327,900013621,Hannah Rosenstock,Sales Associate,4/9/2019,Retail,Individual,2507,Collete Corbitt,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
1103336,California,2337,1103336,900013621,Hannah Rosenstock,Sales Associate,4/10/2019,Retail,Individual,3530,Tris Schouthede,Bath products,BP502,Vanilla and Olive Oil Candle,2,$6.99 ,13.98
1103358,California,2338,1103358,900013621,Hannah Rosenstock,Sales Associate,4/13/2019,Wholesale,Business,1491,Fay Group,Bath products,BP501,Vanilla and Olive Bath Salts,5,$8.50 ,42.5
1103357,Hawaii,2339,1103357,900013621,Hannah Rosenstock,Sales Associate,4/13/2019,Retail,Individual,3380,Elna De Angelo,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,$16.75 ,50.25
1103472,California,2340,1103472,900013621,Hannah Rosenstock,Sales Associate,4/28/2019,Retail,Individual,2220,Nicola Fulham,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,$19.50 ,78.0
1103482,California,2341,1103482,900013621,Hannah Rosenstock,Sales Associate,4/29/2019,Retail,Individual,2596,Hannis Eickhoff,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1103489,California,2342,1103489,900013621,Hannah Rosenstock,Sales Associate,4/30/2019,Retail,Individual,3055,Rollins Devil,Bath products,BP503,Vanilla and Olive Oil Bar Soap,1,$5.99 ,5.99
1103550,California,2343,1103550,900013621,Hannah Rosenstock,Sales Associate,5/7/2019,Wholesale,Business,1491,Fay Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,11,$234.00 ,2574.0
1103738,Nevada,2344,1103738,900013621,Hannah Rosenstock,Sales Associate,6/6/2019,Retail,Individual,1250,Melina Ellse,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1103751,Nevada,2345,1103751,900013621,Hannah Rosenstock,Sales Associate,6/8/2019,Retail,Individual,1289,Winnie Shillam,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
1103819,Nevada,2346,1103819,900013621,Hannah Rosenstock,Sales Associate,6/17/2019,Retail,Individual,3560,Eduino Hammant,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1103831,California,2347,1103831,900013621,Hannah Rosenstock,Sales Associate,6/19/2019,Retail,Individual,1630,Thia Lorriman,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1103864,California,2348,1103864,900013621,Hannah Rosenstock,Sales Associate,6/23/2019,Retail,Individual,1287,Aloysia McErlaine,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1103964,California,2349,1103964,900013621,Hannah Rosenstock,Sales Associate,7/7/2019,Retail,Individual,1876,Murray Keys,Bath products,BP502,Vanilla and Olive Oil Candle,4,$6.99 ,27.96
1104010,California,2350,1104010,900013621,Hannah Rosenstock,Sales Associate,7/13/2019,Retail,Individual,3884,Brady Medeway,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,$26.00 ,78.0
1104036,California,2351,1104036,900013621,Hannah Rosenstock,Sales Associate,7/15/2019,Wholesale,Business,1452,Feeney Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1104055,Nevada,2352,1104055,900013621,Hannah Rosenstock,Sales Associate,7/18/2019,Retail,Individual,1250,Melina Ellse,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
1104095,California,2353,1104095,900013621,Hannah Rosenstock,Sales Associate,7/24/2019,Retail,Individual,3537,Duffy Durban,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,$45.00 ,90.0
1104106,California,2354,1104106,900013621,Hannah Rosenstock,Sales Associate,7/26/2019,Retail,Individual,2023,Pearl Rollason,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
1104161,California,2355,1104161,900013621,Hannah Rosenstock,Sales Associate,8/2/2019,Retail,Individual,2056,Ferrel Colpus,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
1104245,California,2356,1104245,900013621,Hannah Rosenstock,Sales Associate,8/15/2019,Wholesale,Business,3603,Beier Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1104256,California,2357,1104256,900013621,Hannah Rosenstock,Sales Associate,8/17/2019,Retail,Individual,3529,Curran Oaks,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,$114.00 ,456.0
1104268,California,2358,1104268,900013621,Hannah Rosenstock,Sales Associate,8/18/2019,Retail,Individual,2684,Siffre Hellcat,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1104280,California,2359,1104280,900013621,Hannah Rosenstock,Sales Associate,8/19/2019,Retail,Individual,2924,Carmine Cruz,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,$234.00 ,702.0
1104357,California,2360,1104357,900013621,Hannah Rosenstock,Sales Associate,8/31/2019,Retail,Individual,4086,Hort Treske,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1104394,California,2361,1104394,900013621,Hannah Rosenstock,Sales Associate,9/5/2019,Wholesale,Business,2570,Kuhn Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,$234.00 ,702.0
1104472,California,2362,1104472,900013621,Hannah Rosenstock,Sales Associate,9/18/2019,Retail,Individual,3989,Allsun Meiner,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
1104501,California,2363,1104501,900013621,Hannah Rosenstock,Sales Associate,9/22/2019,Retail,Individual,2056,Ferrel Colpus,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1104577,California,2364,1104577,900013621,Hannah Rosenstock,Sales Associate,10/4/2019,Retail,Individual,2289,Olly Fedoronko,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
1104809,California,2365,1104809,900013621,Hannah Rosenstock,Sales Associate,11/6/2019,Retail,Individual,1630,Thia Lorriman,Bath products,BP505,Vanilla and Olive Oil Lotion,1,$9.99 ,9.99
1104812,California,2366,1104812,900013621,Hannah Rosenstock,Sales Associate,11/7/2019,Retail,Individual,2684,Siffre Hellcat,Bath products,BP502,Vanilla and Olive Oil Candle,1,$6.99 ,6.99
1104822,California,2367,1104822,900013621,Hannah Rosenstock,Sales Associate,11/8/2019,Retail,Individual,3375,Shepherd Byas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,$30.00 ,60.0
1104826,California,2368,1104826,900013621,Hannah Rosenstock,Sales Associate,11/9/2019,Wholesale,Business,3603,Beier Inc,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
1104873,California,2369,1104873,900013621,Hannah Rosenstock,Sales Associate,11/16/2019,Retail,Individual,3532,Lisette Stelljes,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
1104903,California,2370,1104903,900013621,Hannah Rosenstock,Sales Associate,11/20/2019,Wholesale,Business,3631,Will LLC,Olive Oil,OO308,Basil Extra Virgin Olive Oil,9,$26.00 ,234.0
1104922,California,2371,1104922,900013621,Hannah Rosenstock,Sales Associate,11/22/2019,Retail,Individual,1934,Darrel Taunton,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
1104970,California,2372,1104970,900013621,Hannah Rosenstock,Sales Associate,11/29/2019,Retail,Individual,3652,Joycelin Colthurst,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1104987,Hawaii,2373,1104987,900013621,Hannah Rosenstock,Sales Associate,12/1/2019,Retail,Individual,3380,Elna De Angelo,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,$19.50 ,78.0
1105011,California,2374,1105011,900013621,Hannah Rosenstock,Sales Associate,12/4/2019,Retail,Individual,2227,Latia Lamport,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105050,California,2375,1105050,900013621,Hannah Rosenstock,Sales Associate,12/11/2019,Retail,Individual,1521,Staci Zollner,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1105103,California,2376,1105103,900013621,Hannah Rosenstock,Sales Associate,12/19/2019,Retail,Individual,3055,Rollins Devil,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1105218,California,2377,1105218,900013621,Hannah Rosenstock,Sales Associate,1/4/2020,Retail,Individual,2930,Dionne Armytage,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1105226,California,2378,1105226,900013621,Hannah Rosenstock,Sales Associate,1/6/2020,Retail,Individual,3537,Duffy Durban,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936.0
1105237,California,2379,1105237,900013621,Hannah Rosenstock,Sales Associate,1/7/2020,Retail,Individual,3652,Joycelin Colthurst,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,$5.99 ,11.98
1105271,California,2380,1105271,900013621,Hannah Rosenstock,Sales Associate,1/13/2020,Retail,Individual,1537,Miguel McCobb,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,$26.00 ,78.0
