order number,employee id,employee name,employee name,employee_job_title,order date,order type,customer type,cust id,customer name,customer name,prod category,prod number,prod_name,quantity,price,order total
1104898,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/19/2019,Wholesale,Business,2421,Kuhic Group,Kuhic Group,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,7,$19.50 ,136.5
1104929,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/23/2019,Retail,Individual,2907,Fairlie Patesel,Fairlie Patesel,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702
1105000,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/3/2019,Retail,Individual,1208,Adoree Brushneen,Adoree Brushneen,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114
1105054,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/11/2019,Retail,Individual,3894,Wilmer Ahmed,Wilmer Ahmed,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
1105071,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/14/2019,Wholesale,Business,2151,Keeling Inc,Keeling Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,$234.00 ,1170
1105072,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/14/2019,Wholesale,Business,1138,Kunde Group,Kunde Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,7,$234.00 ,1638
1105114,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/20/2019,Retail,Individual,1699,Bird Chittenden,Bird Chittenden,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1105109,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/20/2019,Retail,Individual,3212,Gaultiero Sweeting,Gaultiero Sweeting,Olive Oil,OO308,Basil Extra Virgin Olive Oil,1,$26.00 ,26
1105157,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/28/2019,Wholesale,Business,1191,Metz Inc,Metz Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,6,$234.00 ,1404
1105165,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/28/2019,Wholesale,Business,2151,Keeling Inc,Keeling Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,13,$234.00 ,3042
1105167,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/29/2019,Retail,Individual,3727,Isahella Bastock,Isahella Bastock,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1105280,900013649,John Ashwin,John Ashwin,Senior Sales Representative,1/14/2020,Retail,Individual,2542,Kalindi Brimblecomb,Kalindi Brimblecomb,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1105322,900013649,John Ashwin,John Ashwin,Senior Sales Representative,1/20/2020,Retail,Individual,2702,Ricky Hutchin,Ricky Hutchin,Bath products,BP305,Mandarin and Olive Oil Lotion,2,$9.99 ,19.98
1105337,900013649,John Ashwin,John Ashwin,Senior Sales Representative,1/22/2020,Retail,Individual,2934,Harlen Phelan,Harlen Phelan,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1105448,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/7/2020,Retail,Individual,3207,Darnall Berns,Darnall Berns,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1105474,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/12/2020,Wholesale,Business,2698,Quigley Group,Quigley Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1105525,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/19/2020,Retail,Individual,2208,Regine Christoffe,Regine Christoffe,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,$14.50 ,58
1105547,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/23/2020,Retail,Individual,2362,Trudy Plowman,Trudy Plowman,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1105562,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/25/2020,Retail,Individual,3608,Fey Grinikhinov,Fey Grinikhinov,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300
1105581,900013649,John Ashwin,John Ashwin,Senior Sales Representative,2/28/2020,Retail,Individual,1187,Benito Chitty,Benito Chitty,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
1105710,900013649,John Ashwin,John Ashwin,Senior Sales Representative,3/16/2020,Retail,Individual,4035,Tamra Huett,Tamra Huett,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58
1105730,900013649,John Ashwin,John Ashwin,Senior Sales Representative,3/20/2020,Retail,Individual,2301,Leila Glabach,Leila Glabach,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1105762,900013649,John Ashwin,John Ashwin,Senior Sales Representative,3/24/2020,Retail,Individual,1841,Hoyt Stainfield,Hoyt Stainfield,Gift Basket,GB102,Rosmary EVOO Gift Basket,3,$75.00 ,225
1105791,900013649,John Ashwin,John Ashwin,Senior Sales Representative,3/27/2020,Retail,Individual,2907,Fairlie Patesel,Fairlie Patesel,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1105800,900013649,John Ashwin,John Ashwin,Senior Sales Representative,3/28/2020,Retail,Individual,2281,Cristabel Grzelak,Cristabel Grzelak,Bath products,BP501,Vanilla and Olive Bath Salts,3,$8.50 ,25.5
1105842,900013649,John Ashwin,John Ashwin,Senior Sales Representative,4/3/2020,Retail,Individual,2065,Cathi Tierney,Cathi Tierney,Bath products,BP505,Vanilla and Olive Oil Lotion,1,$9.99 ,9.99
1105847,900013649,John Ashwin,John Ashwin,Senior Sales Representative,4/4/2020,Retail,Individual,1272,Giacinta Semered,Giacinta Semered,Gift Basket,GB104,Garlic EVOO Gift Basket,2,$75.00 ,150
1105903,900013649,John Ashwin,John Ashwin,Senior Sales Representative,4/14/2020,Retail,Individual,1178,Herbie Ottawell,Herbie Ottawell,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,$27.00 ,27
1105908,900013649,John Ashwin,John Ashwin,Senior Sales Representative,4/15/2020,Retail,Individual,1668,Joline Rapper,Joline Rapper,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1105937,900013649,John Ashwin,John Ashwin,Senior Sales Representative,4/19/2020,Retail,Individual,2913,Lurline Fannin,Lurline Fannin,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58
1106043,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/8/2020,Retail,Individual,1853,Berri Andrick,Berri Andrick,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300
1106055,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/9/2020,Retail,Individual,3933,Lea Poland,Lea Poland,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1106133,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/17/2020,Retail,Individual,2511,Lazaro Philip,Lazaro Philip,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140
1106131,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/17/2020,Retail,Individual,2361,Daphene Torrecilla,Daphene Torrecilla,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,$45.00 ,180
1106140,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/18/2020,Retail,Individual,3207,Darnall Berns,Darnall Berns,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1106184,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/25/2020,Retail,Individual,3940,Kahaleel Prium,Kahaleel Prium,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,$16.75 ,16.75
1106207,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/29/2020,Retail,Individual,1853,Berri Andrick,Berri Andrick,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1106223,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/31/2020,Retail,Business,1112,Baumbach Inc,Baumbach Inc,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1106218,900013649,John Ashwin,John Ashwin,Senior Sales Representative,5/31/2020,Retail,Individual,2904,Grazia Rasmus,Grazia Rasmus,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228
1106327,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/13/2020,Retail,Individual,2012,Margarette Tebbit,Margarette Tebbit,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52
1106399,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/25/2020,Retail,Individual,3255,Ronnie Duckhouse,Ronnie Duckhouse,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
1106410,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/26/2020,Retail,Individual,2301,Leila Glabach,Leila Glabach,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1106418,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/27/2020,Retail,Individual,1937,Gilles Okeshott,Gilles Okeshott,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,3,$123.00 ,369
1106429,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/28/2020,Retail,Individual,2904,Grazia Rasmus,Grazia Rasmus,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1106437,900013649,John Ashwin,John Ashwin,Senior Sales Representative,6/29/2020,Retail,Individual,2702,Ricky Hutchin,Ricky Hutchin,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
1106454,900013649,John Ashwin,John Ashwin,Senior Sales Representative,7/2/2020,Retail,Individual,1453,Engelbert MacGoun,Engelbert MacGoun,Gift Basket,GB106,Basil EVOO Gift Basket,1,$75.00 ,75
1106535,900013649,John Ashwin,John Ashwin,Senior Sales Representative,7/11/2020,Retail,Individual,3207,Darnall Berns,Darnall Berns,Bath products,BP105,Lavender and Olive Oil Lotion,2,$9.99 ,19.98
1106559,900013649,John Ashwin,John Ashwin,Senior Sales Representative,7/14/2020,Retail,Individual,2299,Rickie Brumby,Rickie Brumby,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,$114.00 ,342
1106571,900013649,John Ashwin,John Ashwin,Senior Sales Representative,7/15/2020,Retail,Individual,3255,Ronnie Duckhouse,Ronnie Duckhouse,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1106700,900013649,John Ashwin,John Ashwin,Senior Sales Representative,7/31/2020,Wholesale,Business,1191,Metz Inc,Metz Inc,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,$234.00 ,1872
1106730,900013649,John Ashwin,John Ashwin,Senior Sales Representative,8/5/2020,Retail,Individual,1699,Bird Chittenden,Bird Chittenden,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1106765,900013649,John Ashwin,John Ashwin,Senior Sales Representative,8/10/2020,Retail,Individual,3605,Fawnia Follacaro,Fawnia Follacaro,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1106867,900013649,John Ashwin,John Ashwin,Senior Sales Representative,8/24/2020,Retail,Individual,1520,Maryellen Pirazzi,Maryellen Pirazzi,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
1106878,900013649,John Ashwin,John Ashwin,Senior Sales Representative,8/25/2020,Retail,Individual,2361,Daphene Torrecilla,Daphene Torrecilla,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35
1106898,900013649,John Ashwin,John Ashwin,Senior Sales Representative,8/28/2020,Retail,Individual,4118,Dolph Pople,Dolph Pople,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,$14.50 ,14.5
1106955,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/5/2020,Retail,Individual,1527,Tudor Walford,Tudor Walford,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1106961,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/6/2020,Wholesale,Business,2698,Quigley Group,Quigley Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,11,$234.00 ,2574
1106960,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/6/2020,Retail,Business,1112,Baumbach Inc,Baumbach Inc,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
1106993,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/10/2020,Retail,Individual,1955,Ermengarde Holleworth,Ermengarde Holleworth,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1107009,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/14/2020,Retail,Individual,4045,Fredric Gibbs,Fredric Gibbs,Gift Basket,GB100,Organic EVOO Gift Basket,2,$70.00 ,140
1107024,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/16/2020,Retail,Individual,3331,Glenine Bruniges,Glenine Bruniges,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
1107096,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/26/2020,Retail,Individual,2065,Cathi Tierney,Cathi Tierney,Olive Oil,OO302,Chili Extra Virgin Olive Oil,4,$26.00 ,104
1107105,900013649,John Ashwin,John Ashwin,Senior Sales Representative,9/27/2020,Retail,Individual,4118,Dolph Pople,Dolph Pople,Gift Basket,GB105,Chili EVOO Gift Basket,3,$75.00 ,225
1107134,900013649,John Ashwin,John Ashwin,Senior Sales Representative,10/2/2020,Retail,Individual,2303,Sheilah Proger,Sheilah Proger,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210
1107153,900013649,John Ashwin,John Ashwin,Senior Sales Representative,10/5/2020,Retail,Individual,3894,Wilmer Ahmed,Wilmer Ahmed,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104
1107200,900013649,John Ashwin,John Ashwin,Senior Sales Representative,10/11/2020,Wholesale,Business,2151,Keeling Inc,Keeling Inc,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,12,$234.00 ,2808
1107196,900013649,John Ashwin,John Ashwin,Senior Sales Representative,10/11/2020,Retail,Individual,3524,Wilt Clampton,Wilt Clampton,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78
1107207,900013649,John Ashwin,John Ashwin,Senior Sales Representative,10/12/2020,Retail,Individual,3577,Zora Rossetti,Zora Rossetti,Bath products,BP301,Mandarin and Olive Bath Salts,1,$8.50 ,8.5
1107362,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/4/2020,Wholesale,Business,1191,Metz Inc,Metz Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,8,$234.00 ,1872
1107358,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/4/2020,Retail,Individual,1272,Giacinta Semered,Giacinta Semered,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180
1107359,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/4/2020,Retail,Individual,2625,Patsy Colthard,Patsy Colthard,Bath products,BP105,Lavender and Olive Oil Lotion,2,$9.99 ,19.98
1107375,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/7/2020,Retail,Individual,1527,Tudor Walford,Tudor Walford,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1107381,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/8/2020,Retail,Individual,3933,Lea Poland,Lea Poland,Gift Basket,GB300,Deluxe Bath Gift Basket,4,$115.00 ,460
1107407,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/11/2020,Retail,Individual,2511,Lazaro Philip,Lazaro Philip,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
1107468,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/19/2020,Retail,Individual,3590,Patricia Sherrott,Patricia Sherrott,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,$114.00 ,114
1107488,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/22/2020,Retail,Individual,2281,Cristabel Grzelak,Cristabel Grzelak,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
1107520,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/25/2020,Wholesale,Business,1138,Kunde Group,Kunde Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,13,$234.00 ,3042
1107542,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/28/2020,Retail,Individual,1474,Cliff Stanion,Cliff Stanion,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,$14.50 ,14.5
1107541,900013649,John Ashwin,John Ashwin,Senior Sales Representative,11/28/2020,Retail,Individual,2884,Arvy Castelijn,Arvy Castelijn,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49
1107725,900013649,John Ashwin,John Ashwin,Senior Sales Representative,12/23/2020,Wholesale,Business,3636,Parisian LLC,Parisian LLC,Bath products,BP303,Mandarin and Olive Oil Bar Soap,13,$5.99 ,77.87
1107882,900013649,John Ashwin,John Ashwin,Senior Sales Representative,1/14/2021,Wholesale,Business,1921,Witting Inc,Witting Inc,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,6,$16.75 ,100.5
1107903,900013649,John Ashwin,John Ashwin,Senior Sales Representative,1/17/2021,Retail,Individual,1817,Bunni Yerby,Bunni Yerby,Gift Basket,GB300,Deluxe Bath Gift Basket,2,$115.00 ,230
1102924,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,2/8/2019,Wholesale,Business,2589,Dietrich Group,Dietrich Group,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1103034,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,2/22/2019,Wholesale,Business,2988,Hammes LLC,Hammes LLC,Gift Basket,GB300,Deluxe Bath Gift Basket,8,$115.00 ,920
1103066,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/1/2019,Retail,Individual,3875,Urbain Tourry,Urbain Tourry,Bath products,BP100,Lavender and Olive Body Soap,4,$7.45 ,29.8
1103094,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/7/2019,Wholesale,Business,1541,Kohler Inc,Kohler Inc,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,13,$123.00 ,1599
1103121,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/13/2019,Wholesale,Business,2279,Collins LLC,Collins LLC,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,13,$123.00 ,1599
1103168,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/18/2019,Retail,Individual,3231,Rubi Benedek,Rubi Benedek,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1103218,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/24/2019,Retail,Business,1981,Witting LLC,Witting LLC,Bath products,BP305,Mandarin and Olive Oil Lotion,1,$9.99 ,9.99
1103237,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,3/27/2019,Retail,Business,2541,Nitzsche LLC,Nitzsche LLC,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78
1103276,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/2/2019,Retail,Individual,1141,Rainer Hazart,Rainer Hazart,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1103279,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/3/2019,Retail,Individual,3572,Edwin Rowan,Edwin Rowan,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35
1103352,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/12/2019,Retail,Individual,2936,Brnaby Waszczyk,Brnaby Waszczyk,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1103362,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/13/2019,Retail,Individual,2515,Hazel Butlin,Hazel Butlin,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140
1103363,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/13/2019,Retail,Individual,2150,Jacob Feldhammer,Jacob Feldhammer,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,$24.50 ,49
1103359,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/13/2019,Retail,Individual,4006,Cello Gillion,Cello Gillion,Bath products,BP302,Mandarin and Olive Candle,2,$6.99 ,13.98
1103374,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/14/2019,Retail,Individual,3000,Kary Pedro,Kary Pedro,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342
1103383,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/15/2019,Retail,Individual,3535,Harlan Faulconer,Harlan Faulconer,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,3,$24.50 ,73.5
1103387,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/16/2019,Retail,Individual,2636,Shea Stronghill,Shea Stronghill,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114
1103391,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/17/2019,Retail,Individual,2526,Rhody Hankey,Rhody Hankey,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,4,$123.00 ,492
1103404,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/19/2019,Retail,Individual,2586,Bary Daniely,Bary Daniely,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,3,$45.00 ,135
1103405,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/19/2019,Retail,Individual,3406,Petrina Attle,Petrina Attle,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1103490,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,4/30/2019,Retail,Individual,2267,Adelaide Harriagn,Adelaide Harriagn,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,$30.00 ,60
1103507,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/2/2019,Retail,Individual,2584,Rodi Barff,Rodi Barff,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,1,$234.00 ,234
1103520,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/3/2019,Retail,Individual,3221,Everett Silman,Everett Silman,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1103531,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/5/2019,Retail,Individual,3768,Cherey Caitlin,Cherey Caitlin,Bath products,BP301,Mandarin and Olive Bath Salts,1,$8.50 ,8.5
1103541,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/6/2019,Retail,Individual,1133,Dunn Tawton,Dunn Tawton,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,1,$114.00 ,114
1103589,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/13/2019,Retail,Individual,2526,Rhody Hankey,Rhody Hankey,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45
1103640,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/21/2019,Retail,Individual,2384,Agathe Roadknight,Agathe Roadknight,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1103666,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/25/2019,Retail,Individual,1241,Persis Christer,Persis Christer,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,$16.75 ,67
1103681,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/26/2019,Wholesale,Business,2690,Treutel LLC,Treutel LLC,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,13,$234.00 ,3042
1103674,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/26/2019,Retail,Individual,1306,Burnard Stichel,Burnard Stichel,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,1,$114.00 ,114
1103683,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/26/2019,Retail,Individual,2366,Crin Mahady,Crin Mahady,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228
1103690,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/28/2019,Retail,Individual,3697,Keri Kingwell,Keri Kingwell,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1103696,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,5/29/2019,Retail,Individual,2150,Jacob Feldhammer,Jacob Feldhammer,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,$5.99 ,17.97
1103754,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,6/8/2019,Wholesale,Business,2589,Dietrich Group,Dietrich Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,13,$234.00 ,3042
1103825,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,6/18/2019,Wholesale,Business,1501,Turner Inc,Turner Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,$234.00 ,1872
1103836,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,6/19/2019,Retail,Business,2646,Lueilwitz Inc,Lueilwitz Inc,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,4,$114.00 ,456
1103832,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,6/19/2019,Retail,Individual,2373,Farr Lorincz,Farr Lorincz,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1103953,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,7/5/2019,Retail,Individual,2334,Massimo Ells,Massimo Ells,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1103997,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,7/11/2019,Retail,Individual,1133,Dunn Tawton,Dunn Tawton,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,$45.00 ,90
1104027,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,7/14/2019,Wholesale,Business,1501,Turner Inc,Turner Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,14,$234.00 ,3276
1104038,900018483,Kendra Barnbrook,Kendra Barnbrook,Senior Sales Associate,7/16/2019,Retail,Individual,2603,Emmet Shmyr,Emmet Shmyr,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78
